review_id,author,rating,title,text,helpful,date
rw11006685,adhvikp,,Drama That Pulls You In Instantly,"Dhurandhar is a masterclass in direction and performance. The director&#39;s vision shines through every frame, weaving a story that is as gripping as it is layered. The lead actors deliver career-defining performances, embodying their characters with authenticity and emotional depth. Supporting actors are equally powerful, each scene enriched by subtle, memorable portrayals. The action sequences, handled with precision, blend seamlessly with political intrigue and emotional moments. The pacing is perfect, and the director ensures every twist lands with impact. Cinematography, score, and narrative structure are orchestrated flawlessly. This film is proof that great direction amplifies stellar performances, creating a cinematic experience that lingers long after the credits roll.",2,
rw11006721,vismaydas,,Iconic Stars in an Iconic Drama,"This film is a masterclass in acting and direction. The lead actors of Dhurandhar are outstanding-they make you believe in their struggle, pain, and triumph. The supporting cast adds flavor to the story, and each character feels important. The director&#39;s work is impressive, making the complex story simple and engaging. Action sequences are thrilling, but it&#39;s the emotional scenes that hit the hardest. The way the story moves keeps you hooked, and the pace never feels slow. Truly a film you can watch again and again.",2,
rw11006884,shaktishankar-41472,,"Big Stars, Big Emotions, Big Action","From calculated espionage to explosive confrontations, the film never loses sight of its characters&#39; emotional journeys. Ranveer Singh commands attention, bringing both subtlety and intensity to a role laden with moral dilemmas. The director&#39;s vision is evident in the careful pacing and layered storytelling, where each subplot complements the main narrative. Supporting performances are nuanced, providing motivation and context to the protagonist&#39;s journey. Cinematic techniques-lighting, framing, and score-enhance both tension and intimacy. The action is precise, realistic, and serves the story rather than distracting from it. By the conclusion, the film leaves viewers both exhilarated and deeply contemplative.",2,
rw11001327,hashtagonemoretry,,HIGH VOLTAGE ACTION FLICK,"Well written Well Directed Well Excecuted Aditya Dhar film ! It doesn&#39;t get tiring at all the length is not at all any issue intact it kept me wanting for more ! Can&#39;t wait for Part 2 !<br/><br/>It&#39;s a must watch movie ! AKSHAY KHANNA stole the show for sure, but Ranveer is definitely shinning in all this scenes..Madhavan has a strong screen hold as well ! Just has been done with the background music and keeps you hooked all along !",2,
rw11006466,koyalpunj,,Ranveer and Team Deliver Big Thrills,"The film&#39;s meticulous construction and layered performances create a cinematic experience that is gripping and unforgettable. Ranveer Singh delivers a masterful portrayal of moral conflict and courage, Sanjay Dutt commands presence and menace, Akshaye Khanna and R Madhavan provide narrative intelligence, Arjun Rampal injects suspense, and Sara Arjun delivers poignant emotional moments. Aditya Dhar orchestrates suspense, strategy, and action with precision. Cinematography captures both scale and intimacy, while the score heightens tension and drama. The climax is both thrilling and emotionally resonant, leaving a lasting impact.",2,
rw11008206,chithiravelbilla,,One of the greatest movie of Indian cinema,"One of the greatest movie of Indian cinema must watch movie, super action scenes and fight scenes are so great acting and screenplay also great,interesting no boring,go and watch this movie don&#39;t miss it every scenes are so great and interesting so many real incidents are filmed so it&#39;s great and must watch movie.",2,
rw11006671,ayeshapathannn,,All-Round Entertainment with Thrilling Depth,"Every frame of Dhurandhar reflects a director with precise control over storytelling, pacing, and tone. The lead actor delivers a powerful performance, expressing vulnerability, resilience, and intensity effortlessly. The supporting cast brings realism and complexity, ensuring the ensemble feels organic and impactful. The director orchestrates action, political tension, and emotional beats with perfect timing, allowing performances to shine while maintaining narrative momentum. Cinematography, editing, and music all serve the story, enhancing the actors&#39; portrayals rather than overshadowing them. This is a film that proves meticulous direction paired with exceptional acting can create cinema that resonates deeply with audiences.",2,
rw11007310,parthkrishna-20182,,"Dhurandhar - Great Acting, But Too Long and Predictable","Ranveer Singh and Akshaye Khanna totally boss this spy thriller with their acting, but the movie drags too much for over 3.5 hours. The story is full of predictable scenes and some silly unrealistic moments like showing Karachi roads like Europe. Also, many scenes from the trailer were missing and felt like just teasing for the sequel. Background music is amazing and keeps you hooked though. Sanjay Dutt and others also do well but didn&#39;t get enough screen time. Overall, good performances but the long runtime and lack of twists made it a bit tiring to watch.",1,
rw11031430,ritzwan-94063,,"Same India Vs Pakistan + ""Gangs of Wasseypur"" copy","Very long and Boring, not worth your 4+ hours in cinema. Again use India-Pak dispute masala. The script is clearly not done by a seasoned writer. Came across as a try-hard attempt instead of an effortless blend of different aspects (ala Gangs of Wasseypur). Over-the-top and overly stylish in more ways than it should&#39;ve been. The choppy action and corny generic filmy dialogue and screenplay are difficult to sit through at moments. Overall, a mediocre film that neither brings something different nor is so perfect that you leave with satisfaction from the theatres. Might get better or may be even worse on streaming.",15,
rw11006701,deepusharma-29932,,Ranveer Leads a Stellar Cast,"The film thrives on contrasts: serenity versus chaos, innocence versus menace, strategy versus brute force. Ranveer Singh navigates these layers masterfully, delivering a performance that is intellectually and emotionally compelling. Sanjay Dutt&#39;s scenes radiate authority and danger, whether in high-stakes negotiations or sudden confrontations. Akshaye Khanna and R Madhavan add depth to every strategic interaction, while Arjun Rampal&#39;s quiet, calculated menace infuses tension in each scene he inhabits. Sara Arjun provides grounding emotional resonance, making the consequences of the narrative palpable. Aditya Dhar orchestrates a cinematic experience that balances suspense, strategy, and kinetic action seamlessly. Cinematography and score create a palpable atmosphere, capturing the city&#39;s intensity and character-driven quiet moments alike. The narrative escalates thoughtfully, culminating in a finale that is both thrilling and emotionally satisfying.",2,
rw11006185,JaivardhanVerma,,Phenomenal,"It&#39;s been a long time since there was a film made so perfect. The story, the casting, the styling, the direction, the performances, the editing, the music! This is &quot;absolute cinema&quot;.<br/><br/>Akshaye Khanna is outstanding. R Madhavan is amazing and subtle! Rakesh Bedi ji is fantastic. Ranveer Singh is fabulous. Sanjay Dutt and Arjun Rampal are superb, and so is Gaurav Gera!! Sara Arjun is great! Aditya Dhar has done something unbelievable with this film! A run-time so long and you don&#39;t even realise it! Hat&#39;s off!",2,
rw11006650,dineshkumarx-67589,,Stellar Acting with Electrifying Action,"This film is a masterclass in balancing action with emotion, showcasing performances that feel lived-in and authentic. Ranveer Singh commands attention, portraying his character&#39;s inner conflict with nuance and strength, while the supporting actors provide compelling depth to the layered narrative. Director Dhar orchestrates a tense, immersive experience, where suspense and strategy drive every scene. The action sequences are breathtakingly choreographed, mixing high-octane intensity with thoughtful storytelling. Cinematography enhances both spectacle and intimacy, ensuring the visual narrative complements the plot. Editing is sharp and deliberate, keeping the film engaging even during long stretches of exposition. The background score underscores tension and emotion with subtlety, never overpowering the story. Political undertones and real-world parallels lend authenticity, elevating the stakes. By the finale, the film leaves viewers exhilarated, thoughtful, and profoundly moved.",2,
rw11006703,iamasishk,,A Thrill Ride Driven by Brilliant Performances,"Watching Dhurandhar felt like being on a rollercoaster that doesn&#39;t stop. From the first scene, the direction pulls you into the story, making every twist exciting. The lead actors gave amazing performances-they looked natural and believable, you could feel what they were feeling. Supporting actors also shined, making the story richer. The action scenes were perfectly shot, and the background music made every moment intense. The director made sure that even long scenes never felt boring. This is one film that keeps you glued to the screen from start to finish.",2,
rw11008022,debanujc,,Insanely good !!,"Brilliant performances, excellent casting, wonderful direction and an edge of the seat entertainer which juxtaposes real life events seamlessly into the fictional storyline. A found the gore a bit too much though and would have preferred a tighter editing especially of the romance sequences. A couple of cutovers for the episodic format was a bit jarring for me and introduces breaks where the audience is gasping for more screen time. A must watch. Also, it is a known fact that the Kandahar hijacking, the parliament attack and 26/11 were all orchestrated from Pakistan, so if this movie winds up the terror apologists on both sides of the border, it is an added positive for me.",2,
rw11006674,imdbfan-7722589976,,"A Journey of Courage, Chaos, and Charm","The lead delivers a transformative performance, fully inhabiting a complex character with multiple shades of morality and emotion. The director masterfully guides the ensemble, ensuring that each supporting actor leaves a lasting impression, whether through subtle gestures or intense confrontations.",2,
rw11006840,rizvizain-17771,,"Ranveer, Sanjay, Akshaye, All in Action","From start to finish, the film combines cerebral storytelling with breathtaking action. Ranveer Singh anchors the narrative, giving a performance that balances intellect, moral conflict, and raw physicality. Sanjay Dutt adds authority and menace, while Akshaye Khanna and R Madhavan create a compelling ensemble through nuanced, layered portrayals. Arjun Rampal&#39;s quiet menace keeps tension taut, and Sara Arjun&#39;s emotionally charged performance provides depth and humanity. Aditya Dhar&#39;s direction ensures that each action sequence serves the story and every character arc feels earned. Cinematography captures both the sweeping landscapes of Karachi and intimate, intense moments, while the score punctuates suspense and drama. The film&#39;s climax delivers both emotional resonance and thrilling action, leaving a lasting impact.",2,
rw11006662,dineshkapoor-61010,,Drama With a Touch of Brilliance,"The tension builds steadily, crafting a world where every character&#39;s decision carries weight and consequences ripple across the narrative. Ranveer Singh embodies the internal conflicts of his character with finesse, delivering moments of quiet reflection that are as powerful as the high-octane action. Director Dhar&#39;s control over tone and pacing ensures that even slower moments carry suspense and anticipation. The supporting cast is fully realized, their interactions and conflicts adding depth to the already intricate plot. Fight sequences and chase scenes are executed with precision, blending realism with cinematic flair. The cinematography captures both sprawling cityscapes and intimate close-ups, while the score underscores emotional beats without ever overwhelming them. By the climax, the story&#39;s intensity reaches a fever pitch, leaving viewers simultaneously exhilarated and emotionally spent. It&#39;s a film that challenges expectations while delivering blockbuster thrills with intelligence and heart.",2,
rw11007110,ashutoshrathore-95707,,Emotions collide with explosions of pure cinema,"The intensity of Dhurandhar lies in its meticulous attention to character depth and plot intricacies. Ranveer Singh delivers a performance that oscillates effortlessly between charm and raw vulnerability, making his journey gripping. Director Dhar&#39;s vision ensures that every chase, confrontation, and dialogue pulse with tension, while the cinematography paints Karachi&#39;s underworld with vivid realism. Supporting actors bring nuance that enriches the layered storytelling. The film&#39;s pacing, paired with a haunting score, makes the long runtime feel justified, culminating in an ending that resonates long after the credits roll.",0,
rw11046139,sudpta,,The Unease It Leaves Behind,"My Detailed Take on Dhurandhar - Craft, Choices, and the Unease It Leaves Behind
I want to begin by clearly stating that Dhurandhar is a technically strong film. The scale, performances, production design, and sheer effort behind achieving this magnitude of filmmaking are evident throughout. Some scenes are genuinely powerful, and the actors look convincing and committed. From a craft perspective, the film largely succeeds.<br/><br/>Yet, as an Indian audience member, I walked out deeply conflicted-not because the film lacked quality, but because its narrative choices repeatedly worked against emotional alignment with the audience.<br/><br/>For most of its 3.5-hour runtime, I felt like I was watching a Pakistani gang-war film with an Indian spy embedded inside it, rather than an Indian spy film about protecting Indian interests. The focus overwhelmingly stays on the rise, dominance, brutality, and internal workings of terror networks. They plan, execute, expand, and adapt on screen with remarkable narrative weight. Meanwhile, Indian intelligence appears reactive, constrained, or simply absent for long stretches.<br/><br/>I understand the premise of deep-cover espionage-that a spy must do morally questionable things to gain trust. That is acceptable and even expected. But in Dhurandhar, the Indian spy&#39;s violent actions largely serve one purpose: to help terrorists trust him more. These actions rarely translate into visible strategic gains for India-no prevention of attacks, no dismantling of networks, no sense that the balance is slowly tilting. This creates a troubling ambiguity: is Hamza meant to be a hero, or a tragic figure failing despite personal sacrifice? The film never clearly answers this, and that confusion weakens the emotional payoff.<br/><br/>One moment that crystallises this problem is the handling of Rehman Baloch. When Rehman is dying earlier in the film, Hamza saves him-despite already being deeply embedded within the group. From an operational and spycraft perspective, eliminating him then would have involved lower risk and higher strategic value. Later, Hamza kills Rehman at a far riskier moment, nearly losing his own life in the process. This decision feels less like strategy and more like plot convenience, designed to stretch the narrative into a sequel. It undermines Hamza&#39;s credibility as a trained operative and makes the arc feel artificially delayed.<br/><br/>Another issue is how Indian intelligence and the Indian state are framed historically. The film revisits events like Kandahar, the Parliament attack, and the Mumbai attacks, but largely through the lens of Indian helplessness and failure. What&#39;s missing is context-intelligence recalibration, behind-the-scenes countermeasures, and long-term strategic responses. Kandahar, for instance, was not simply incompetence; it involved intense diplomatic and intelligence pressure. By omitting that nuance, the cumulative impression becomes unsettling: Pakistani terrorists are shown as &quot;dhurandhar,&quot; while Indian systems are not.<br/><br/>From a pacing perspective, the film feels like an extended setup. In my view, the infiltration arc could have been contained within 1 to 1.5 hours. The remaining runtime should have shown the spy &quot;working his magic&quot;-outmanoeuvring handlers, neutralising threats, and systematically weakening the network. Instead, the audience is asked to wait for catharsis in Part Two. By the end, my adrenaline wasn&#39;t excitement-it was frustration. The film withholds narrative closure while demanding patience.<br/><br/>From a character and emotional alignment standpoint, I also felt something important was missing. While the film understandably shows key terror leaders as dominant-which makes sense from a craft perspective-I wanted to see their vulnerability, not just their power. In Raazi, the protagonist is not physically dominant, but her quiet intelligence and moral resolve give the audience deep satisfaction. In The Family Man, both villains and hero are brutal and competent, but the balance is clear: even when villains win battles, the strategic triumph ultimately lies with India. That balance is missing in Dhurandhar, leading not to tension but to emotional fatigue.<br/><br/>As a neutral viewer, I was also forced into an uncomfortable political reading. The film seems to suggest that earlier Indian governments lacked prudence, while later leadership enabled decisive action. This interpretation may not be intentional, but it emerges naturally from how failures are framed and how Operation Dhurandhar is eventually positioned as a corrective moment. Once the operation is attributed to Ajit Doval, the narrative begins to resemble a historical argument rather than a purely cinematic one. Whether meant to or not, the film opens itself to the charge of political signalling.<br/><br/>Finally, the most puzzling narrative choice for me is Hamza&#39;s backstory. He is shown as a trained, capable, mentally resilient spy-not weak or impulsive. Yet the film roots his recruitment in a criminal past and a life sentence. Even if we assume a softer justification-that he killed to protect his family and is not inherently criminal-the operational question remains: why place someone with such a background in one of the most sensitive, long-duration, high-risk espionage roles imaginable? Deep-cover intelligence work demands extraordinary patience, ideological clarity, emotional discipline, and sustained loyalty over years. This is not about morality but about operational logic. In reality, India has entrusted such responsibilities to rigorously trained defence and intelligence personnel-individuals with proven institutional grounding, such as officers like Mohit Sharma, who undertook covert missions based on professional military conditioning and accountability. Against that reality, the decision to anchor Operation Dhurandhar in a life-convict recruit feels unnecessarily contrived and weakens the film&#39;s realism.<br/><br/>In the end, I don&#39;t dislike Dhurandhar because of poor acting or weak filmmaking. On the contrary, the performances are strong and the ambition is commendable. I dislike it because it prioritises portraying the enemy&#39;s dominance over India&#39;s counter-capability, defers payoff for too long, and leaves the audience questioning the credibility and intent of its own narrative.<br/><br/>For me, it remains a one-time watch-worth seeing for the performances and scale, but emotionally unsatisfying as an Indian spy story. I genuinely hope Part Two restores balance, agency, and closure. If it doesn&#39;t, this first part will age poorly-not because it lacked craft, but because it forgot the audience it was speaking to.",1,
rw11006743,karansharmaks-83038,,Adrenaline-Filled Action with Deep Feelings,"Watching Dhurandhar is an amazing experience. The lead actors completely owned their roles-they looked and acted like real people with real problems. Supporting actors also impressed, giving depth to the story. The director did a brilliant job handling a complex plot, making it simple and engaging. Action scenes are exciting, emotional scenes hit hard, and suspense keeps you on edge. Every shot, dialogue, and fight feels purposeful. The film shows how good direction and strong performances can make a story unforgettable.",2,
rw11013973,sahildesai-91359,,⭐ Dhoorandhar - Spellbinding. Brutal. Honest. A Must Watch. ⭐,"Ohh. What did I just witness? Let me pen it down for you all.<br/><br/>WOW. What. A. Movie.<br/><br/>For years, we&#39;ve been waiting for cinema to show things as they are - without sugarcoating, without fake love angles between India-Pakistan, without unnecessary &quot;Aman ki Aasha&quot; romance, without bikini distractions, without RAW-ISI love stories.<br/><br/>Dhoorandhar finally delivers that raw truth.<br/><br/>The film opens with a powerful Bhagavad Gita shloka 🔥
From the first frame, it grips you.<br/><br/>Then comes the IC-814 hijack (Kandahar) sequence - intense, real, chilling.<br/><br/>Madhavan is extraordinary. His gaze, his frustration, his helplessness - brilliant. He wants more time, he wants to stop terrorism, but fate had other plans.<br/><br/>Then the narrative jumps to the Parliament attack - the day India cannot forget.<br/><br/>You feel that pain all over again.<br/><br/>From here enters Pakistan, the mountains, tension, silence... and then Ranveer Singh appears - long hair, sharp eyes, fire inside him. He disappears into the world across the border and what follows is pure cinema.<br/><br/>But then comes the man who steals the entire show -
Akshaye Khanna as Rehman Dakkait.<br/><br/>He enters like a storm - cigarette, rage in his eyes, pain on his face.<br/><br/>Every frame he appears in... electrifies. He dominates the screen so fiercely that everyone else feels small next to him.<br/><br/>Mind-boggling. Spine-tingling. Award-worthy.<br/><br/>Sanjay Dutt and Arjun Rampal are powerful and classy as always - solid, impactful.<br/><br/>But the part that makes this film unforgettable is how they show the truth of 26/11 Mumbai attacks.<br/><br/>Not just visuals - but the conversations between handlers in Pakistan and the terrorists, live instructions, live reactions.<br/><br/>The screen turning RED, the voices echoing, the helplessness you feel -
goosebumps, silence, tears, anger- all at once.<br/><br/>In that moment, the entire theatre froze.<br/><br/>Everyone felt it. Everyone lived it again.<br/><br/>**This film is not entertainment - it is an experience.<br/><br/>A reminder. A punch in the gut.**<br/><br/>If you miss it, you will regret it.<br/><br/>Please watch it. Feel it. Think about it.<br/><br/>Don&#39;t miss Dhoorandhar. 🔥🎥🇮🇳",2,
rw11007047,shawpari,,Drama That Hits Hard,"The film immerses audiences in a layered narrative of politics, crime, and human struggle. Ranveer Singh excels, portraying a character navigating moral dilemmas and physical danger with finesse. Sanjay Dutt brings authority and gravitas, enhancing pivotal confrontations. Akshaye Khanna and R Madhavan provide subtle, intelligent support, and Arjun Rampal&#39;s quiet menace heightens suspense. Sara Arjun&#39;s tender performances give the story emotional depth. Aditya Dhar&#39;s direction balances complex plotting, action, and suspense seamlessly. Cinematography emphasizes both sprawling chaos and intimate moments, while the score heightens tension. The finale delivers thrilling sequences and emotional closure.",2,
rw11006444,sajidrazput,,"Heroes, Heart & High-Octane Moments","Dhurandhar stands out as a cinematic spectacle that never compromises on depth. The director expertly intertwines action, political intrigue, and emotional resonance, ensuring each scene serves multiple purposes. The actors rise to the occasion-each delivering layered performances that feel authentic and lived-in. The lead&#39;s subtle expressions and controlled intensity elevate pivotal moments, while the supporting cast provides grounding realism. Every shot reflects the director&#39;s meticulous eye, whether it&#39;s a slow emotional beat or an explosive action sequence. The film proves that direction and performance can work in perfect harmony.",2,
rw11006694,kunuiam,,Every Frame Bursts with Star Presence,"The film&#39;s strength lies in its ability to combine high-octane action with grounded character development. Ranveer Singh shines as a lead whose intensity is tempered with subtle emotion, while the ensemble cast provides memorable and distinct performances. Director Dhar&#39;s vision is evident in the way the narrative unfolds, balancing suspense, action, and layered storytelling. The fight sequences are spectacularly executed, yet the focus remains on narrative significance rather than spectacle alone. Cinematography captures the tension, beauty, and grit of the story&#39;s world, while precise editing maintains pace and coherence throughout. The musical score complements the narrative, heightening stakes and emotion. By its conclusion, the film delivers a thrilling, emotionally resonant, and intellectually engaging experience, proving cinema&#39;s power to immerse, entertain, and provoke thought.",2,
rw11006627,piyakohli,,"Action, Drama, and Emotions in Balance","The narrative carefully balances psychological tension, action, and emotional resonance. Ranveer Singh dominates scenes with complex layers, from subtle emotional glances to explosive confrontations. Sanjay Dutt&#39;s presence adds authority, fear, and gravitas, while Akshaye Khanna and R Madhavan&#39;s performances provide intelligent narrative balance. Arjun Rampal&#39;s menacing calm keeps tension palpable, and Sara Arjun provides emotional clarity, reminding viewers of what is at stake. Aditya Dhar orchestrates suspense and action with precision, ensuring that long sequences never lose intensity. Cinematography captures the sprawling city, intimate interiors, and street-level chaos, while the score enhances every suspenseful turn. By the final act, the narrative delivers a breathtaking blend of action, strategy, and emotion, leaving a lasting cinematic impression.",2,
rw11007016,Piyush2804,,A Hard-Hitting Tale Told With Mega Performances,"The film immerses audiences in a morally complex world, where danger lurks around every corner. Ranveer Singh&#39;s performance is a study in controlled intensity, from tense undercover operations to emotionally charged confrontations. Sanjay Dutt brings authoritative gravitas, making his scenes unforgettable. Akshaye Khanna and R Madhavan provide the subtlety and intelligence that enrich the ensemble, while Arjun Rampal&#39;s quiet menace amplifies tension throughout. Sara Arjun&#39;s emotional moments add heart to the story. Aditya Dhar&#39;s direction orchestrates pacing, suspense, and action meticulously, ensuring that every twist lands. Cinematography captures chaos and quiet moments with equal finesse, and the score elevates suspense. By the finale, the narrative delivers maximum emotional and adrenaline-fueled impact.",2,
rw11007003,raemasen,,Ranveer Leads an All-Star Adventure,"The film&#39;s carefully layered storytelling makes every scene impactful and engaging. Ranveer Singh delivers a multi-faceted performance, balancing intellect, moral ambiguity, and emotional intensity. Sanjay Dutt exudes gravitas and menace, while Akshaye Khanna and R Madhavan provide intelligent and subtle performances. Arjun Rampal&#39;s understated menace creates constant tension, and Sara Arjun&#39;s emotional scenes provide grounding. Aditya Dhar&#39;s direction orchestrates suspense, action, and narrative complexity seamlessly. Cinematography and score amplify tension and emotional weight, while the climax delivers a perfect balance of adrenaline, resolution, and cinematic mastery.",2,
rw11087441,nakenergy-78627,,"Great storytelling, commanding performances but could have been better technically",Dhurandhar was good story telling; this is where Aditya Dhar excels. Some of the scenes created great tension and excitement. The performances of all actors are compelling. Ranveer Singh being the weakest of all - he gets a chance post the scene of the Mumbai attack but doesn&#39;t come convincing enough on his guilt. Hopefully he has some meatier things in the second part. Akshaye Khanna is in an excellent form here and he lives the part. Rakesh Bedi is super while Sanjay Dutt and Rampal are solid. Overall the performances are top notch. Technically the film falters. Dhar has captured the action really well but the CGI is weak - especially during the violent and gory scenes. The sound effects are another let down. It was really shrilling to hear all sorts of sound effects when the cars collide. The film is divided in to chapters and the final chapter is the weakest - it just drags too much where Akshaye Khanna seems to be a super hero. The wedding scene shoot out is also immature with no choreography regarding who is shooting whom. Bullets just fly all over in this movie and the take a lot of time to get one. Overall a good original plot and worth the ticket price.,0,
rw11006786,piyushkumarjune,,Emotion-Filled Drama with Stunning Action,"This cinematic journey balances raw power and emotional resonance in a way rarely seen in contemporary cinema. The lead&#39;s performance is both commanding and vulnerable, making each ethical dilemma hit harder. The director has crafted sequences that pulse with tension, whether in hushed conversations or explosive action moments. Supporting actors complement the lead beautifully, contributing layers of complexity. The cinematography captures stark realism alongside cinematic grandeur, while the sound design immerses the audience in every high-stakes confrontation. The screenplay&#39;s intricacies slowly unravel, revealing a story that&#39;s as intelligent as it is thrilling. By the finale, the film leaves a lingering impact that resonates well beyond the credits.",2,
rw11006625,pratyushdash-11349,,Every Scene Packs Action and Emotion,"Tension, strategy, and emotion are seamlessly interwoven, creating a narrative that is both gripping and deeply human. Ranveer Singh brings nuance to his role, portraying internal conflict with remarkable subtlety. Dhar&#39;s direction carefully balances narrative intricacy with kinetic energy, ensuring that the stakes feel real and immediate. The action is thrilling yet grounded, and every scene is composed to maximize visual storytelling. Supporting performances elevate the narrative, making even minor arcs significant. The cinematography and sound design enhance suspense, drawing viewers into a meticulously built world. The film&#39;s conclusion delivers a satisfying resolution while leaving lingering questions that spark reflection.",2,
rw11006653,imdbfan-6694379013,,A Story Built for Big Screen Magic,"The cinematic experience begins with subtle tension and escalates into a breathtaking narrative that refuses to relent. Ranveer Singh anchors the film with a performance that is both commanding and emotionally layered, while the supporting cast enriches the story with distinct, memorable portrayals. Director Dhar demonstrates exceptional skill in balancing action, suspense, and emotional resonance, allowing each scene to breathe while propelling the story forward. Fight sequences are executed with precision and intensity, while the cinematography captures the beauty and brutality of the setting in equal measure. Editing maintains a controlled pace, ensuring that even complex narrative threads remain coherent. The musical score enhances the drama and suspense organically. The film&#39;s themes of loyalty, power, and morality are explored with intelligence and grit. By its conclusion, the film achieves a rare synthesis of thrill and depth, leaving a lingering impact on the audience.",2,
rw11006767,lokeshhey,,A Cinematic Wave of Thrill and Emotion,"The film Dhurandhar is unforgettable because of its direction and acting. The director carefully built each scene, making even complicated plot points easy to understand. Lead actors were outstanding, fully embodying their characters, while supporting actors added richness to the story. Action sequences were thrilling, and emotional moments were very touching. The movie keeps a steady pace, never boring you, and the performances make you feel every scene. It&#39;s a film that proves good direction and great acting can make a huge difference in cinema.",2,
rw11006668,anshmehraa,,Bold Drama with High-Speed Action,"Watching Dhurandhar is like witnessing a symphony of performance and direction. The director handles a sprawling, complex narrative with skill, giving actors the space to shine while maintaining control over the film&#39;s tone and pace. The lead delivers a performance that is both commanding and subtle, while the supporting cast brings richness to the story. Each character has clearly defined arcs, and the director ensures their journeys intersect naturally. The action sequences are choreographed with realism and narrative intent, while quieter moments are filled with tension and emotion. Every directorial choice enhances the performances, making the film a masterclass in collaboration between actor and director.",2,
rw11006584,gauravmaratha-90751,,Ranveer Singh in a Power Movie,"Every sequence is meticulously structured, making the narrative gripping from start to finish. Ranveer Singh delivers a magnetic performance, conveying Hamza&#39;s internal conflict and resilience. Sanjay Dutt dominates with authority and menace, while Akshaye Khanna and R Madhavan add depth and subtle tension. Arjun Rampal&#39;s controlled menace creates constant suspense, and Sara Arjun&#39;s innocence highlights the stakes. Aditya Dhar orchestrates suspense, drama, and action flawlessly. Cinematography captures Karachi&#39;s chaos and intimate interactions alike, while the score heightens tension. By the finale, the narrative delivers both thrills and emotional resonance.",2,
rw11007601,ketanrathor,,Lengthy but gripping,"Amazing movie. Akshaye Khanna has resurrected his career with his acting and this movie performance is another feather in his crown. Movie can feel like a propaganda for some people but can&#39;t help, they would&#39;ve liked movies like Pathan, Jawan because it suits their ideology. Movie can feel bit lengthy at times where scenes look unnecessary or slowing down the pace. Hold on there is a part 2.",2,
rw11005199,SanyamJ-8,,"Finally, A Fantastic Bollywood Film!","Before watching the film, I was afraid it&#39;s too long and will eventually become boring...I WAS WRONG! Every bit of it was worth my time and money, except a few scenes here and there. I think most of the Indian audience isn&#39;t mature enough to watch these kind of films but I&#39;m happy that people have started taking true cinema seriously and I expect more films like this from Bollywood in future. The violence and gore was justified, and it was definitely NOT unnecessary according to the environment and setting. Bad visual effects and a few unnecessary and unclever scenes bring it down from a solid 9.5 to 8.5/10 for me.",1,
rw11005457,imamsiddique,,Story,There were no any logic in story but its true this movie is going to give you full entertainment. Even at the last point but you are not expect so much reality in the movie this is not totally based on true events this movie just made for entertainment purpose not reality in anywhere you will going to see.,0,
rw11028441,GaneshP-543,,It seems without facts.,"Dhurandar seems like is a textbook example of how ambition without structure can completely derail a film. What starts with the promise of intensity and depth quickly collapses into an irrational, poorly coordinated mess that lacks both direction and purpose.<br/><br/>The biggest flaw of the movie is its absence of narrative logic. Scenes unfold without cause-and-effect, characters appear and disappear without development, and events seem to exist only to fill screen time rather than serve the story. The so-called &quot;chapters&quot; feel randomly stitched together, with no emotional or thematic continuity. Instead of enhancing the storytelling, the chapter format exposes the film&#39;s weak writing and lack of planning.<br/><br/>Equally frustrating is the non-existent ending. The film simply stops rather than concludes. There is no resolution, no payoff, and no sense of completion-leaving the audience confused rather than contemplative. An open ending can be powerful, but Dhurandar mistakes incompleteness for depth.<br/><br/>The characters lack motivation and consistency. Their actions often defy basic logic, making it impossible for the audience to emotionally invest. The film seems more interested in appearing intense and philosophical than actually earning those moments through solid storytelling.<br/><br/>In the end, Dhurandar feels like a collection of disconnected ideas masquerading as cinema. Without a coherent structure, a meaningful conclusion, or coordinated chapters, the film fails to engage, satisfy, or even provoke thought. What could have been a compelling narrative instead becomes an exhausting experience that tests the viewer&#39;s patience.<br/><br/>Verdict: A confusing, irrational film with no narrative discipline-Dhurandar is more chaotic than crelative.",12,
rw11006609,Sagrika400,,Unstoppable Action Wrapped in Strong Drama,"The narrative gradually immerses the audience into a world where strategy, betrayal, and courage intersect. The lead&#39;s performance anchors the story, balancing restraint and intensity flawlessly. Fight sequences are brutal yet choreographed with intelligence, heightening realism. Cinematography and sound design immerse viewers into the tense atmosphere, capturing both subtle nuances and large-scale chaos. Secondary characters are vivid, each leaving a lasting impression with their motivations and conflicts. The screenplay meticulously plants seeds early on, which blossom into a satisfying, tension-filled climax. The result is a film that merges high-octane action with psychological and emotional complexity.",1,
rw11006494,manshirani-56947,,The Power of Visual Storytelling,"The story unfolds with a deliberate pace, yet never loses its grip on the audience. The lead&#39;s performance is subtle yet commanding, portraying a man torn between duty and conscience. Director Dhar balances large-scale action with intimate character moments, allowing the emotional weight to resonate. Supporting roles are carefully layered, enhancing the realism of the narrative. Technical aspects, from lighting to background score, contribute to a cinematic experience that is tense, thrilling, and deeply affecting.",1,
rw11018782,anjanisingh-09135,,Watched and liked a bollywood movie after a long time,"One of the best movies that I&#39;ve watched. Finally a movie with some sense, logic and reasoning 😀... Depicts real life situation of a spy and not some fairytale related to reality of Pakistan.. I&#39;m proud and positively motivated about the future of Indian cinema that they have the capacity to make good movies and Stories along with things that depicts reality.",1,
